tweet,label,,,,
"Ён бнб… «” ‘е«ѕ √гн— «бгƒгднд ""Ќнѕ— «бя—«—"" ѕ«Ќн »«» ќн»— «ЌЁ«ѕ «бя—«— гд ""«бгё «жг… «бЏ—«ён…° "" нѕяжд Ќ’жд «бЏѕж »«б’ж«—нќ ж«бЎ«∆—«  «бг”н—… #Ё“ _ж—»_«бяЏ»е #еб«_»«жб«ѕ_Џбн†",anger,,,,
"≈Џб«г «бЏѕж: «бЎ«∆—… «б«д Ќ«—н… «бЏ—«ён… я«ѕ   ’н» «б”Ёнд… «бЌ—»н… ”«Џ— 6 Ён ≈нб« ° я«д  «б÷—»… Џбм »хЏѕ √г «— где«. #«бгё«жг…_«б≈”б«гн…_Ён_«бЏ—«ё https://t.co/EouvjoYLVc†",anger,,,,
"«ббЌў«  «б√жбм б«— я«» «б«Ќ б«б гћ“—… »ѕ«ќб √”ж«— г” ‘Ём ‘еѕ«Ѕ «б√ё’м° ЌнЋ ё’Ё  Ў«∆—… ’енждн… ќн«г »ѕ«ќб √”ж«— «бг” ‘Ём. #џ“…_«б¬д https://t.co/zC6qw9ApSR†",anger,,,,
д№«ѕм ћ»—«∆нбх Ён «Ёё «б”г«  еѕг  ж«ббе «—я«д «беѕм жд«ѕ  √Ё∆ѕ… «б‘нЏ№… —Ќ№б ж«ббе «»«д№« Ќн№ѕ—« √Џў№№№№№г ? √ћж—д№№№№№№« ж√ћж—я№№№№г »–я—м «” ‘е«ѕ «б≈г«г Џбн Џбне «б”б«г.†,sadness,,,,
#«” ‘е«ѕ_«б«г«г_Џбн # еѕг _ж«ббе_«—я«д_«беѕм ё«б «бд»н гЌгѕ ’ «бгќ«бЁ бЏбн гд »Џѕн я«Ё— ’ѕё —”жб «ббе ’ »‘«—… «бг’ЎЁм ’?? ћ?? https://t.co/d0hk7M2LVE†,favoritism,,,,
«Џб«гн «бќдћ— Џг— «бћг«б н»Ћ ”гжг… ќб«б »—д«гћ  бЁ“нждн дЌ–—яг гд «б ћ«ж“ Џбм г—«ћЏд« жбд д”гЌ бяг »« е«г« яг «б»«Ўб… #Џг—_яб»_«бќдћ— #«б”н” «дн_ќЎ_«Ќг— https://t.co/lA0l28gAcW†,anger,,,,
Џбн —«Ќ н«“нд» ж«Џбн«е #«‘еѕ_«д_Џбн«_жбн_«ббе https://t.co/LPuhoLIws5†,happiness,,,,
—уЌцгуяу «ббех н« √у»у« «бъЌу”удц яхдъ у √ужушбу «бъёужъгц ≈ц”ъб«г«р жу√уќъбу’уехгъ ≈цнъг«д«р жу√у‘ѕушехг нуёцнд«р жу√уќъжуЁуехгъ бцбушец Џу“уш жућубуш жу√уЏъўугуехгъ Џуд«Ѕр жу√уЌъжуЎуехгъ Џубум —у”хжбц «ббец ’убушм «ббех Џубунъец жу¬бцец жу¬гудуехгъ Џубум √у’ъЌ«»цец https://t.co/S9VCVAIKt3†,favoritism,,,,
 еѕг  ж«ббе √—я«д «беѕм†,anger,,,,
«б√ќ «бгћ«еѕ Џг«ѕ «бг”«Ё— «дн «дЎн  Џбн —‘г Ќ м нЎбЏ Ќ”” н—ё’ «н ж«ббе н«ќжне Џ«‘  «нѕя https://t.co/WUYgO4PygX†,happiness,,,,
"ѕЏ«Ѕ «бнжг «бЌ«ѕн ж«бЏ‘—нд «ббушехгуш «ћъЏубъ бцн Ёцнец ≈цбум гу—ъ÷у« цяу ѕубцнбр«° жу бу«  ућъЏубъ Џубунуш Ёцнец бцб‘ушнъЎу«дц ”у»цнбр«° ну« ёу«÷цну Ќужу«∆цћц «б”уш«∆цбцнду . #«бЌ«ѕн_ж«бЏ‘—нд_—г÷«д†",happiness,,,,
??√»Ў«б «бгё«жг… «б≈”б«гн… Ён «бЏ—«ё нхќ—ћжд «б’е«нд… Ён √г «б—‘—«‘ «бгЌ б… ( #«нб«  ) гд г” жЎд« ег Џ—«… дЌж «бгб«ћ∆ #«” ‘е«ѕ_«б«г«г_Џбн #бнб…_«бёѕ— https://t.co/lOSATCyv7B†,none of them,,,,
«б”б«г Џбня н« √гн— «бгƒгднд н« Џбн ?????? https://t.co/HKfJsT8NNY†,sadness,,,,
?? 21 ‘е— —г÷«д - Џўг «ббе √ћж—яг н‘е«ѕ… «б≈г«г Џбн Џбне «б”б«г #«” ‘е«ѕ_«б«г«г_Џбн #бнб…_«бёѕ— https://t.co/rsCOpxVvDs†,sadness,,,,
√џЁ— бд« »Ќё Џбн #«” ‘е«ѕ_«б«г«г_Џбн https://t.co/urn2sTQNuC†,favoritism,,,,
гдж »няг ‘«Ё «ж ”гЏ «Џб«гн ‘нЏн «ж «н ‘ќ’н… ”ж«Ѕ я«д  г‘еж—… «ж Џ«г…   ћ«ж“ Џбм Џбг«Ѕ «б”д… «ж џн—ег гд «б«ѕн«д «б« е–« «б«гЏ… «б”дн «бё–— н ћ«ж“ ж»яб жё«Ќ… Џбм г—ћЏ «бЎ«∆Ё… ж”нѕе« «б”н” «дн ѕ«г ўбе. #«б”н” «дн_ќЎ_«Ќг— https://t.co/z5xLGTCBbB†,anger,,,,
"г”н—«  «бгё«жг… «бЏ—«ён… Џ»—  «бѕЁ«Џ«  «б«—ѕдн… »ѕжд «д  «ќ– «б«–д гд ""«»д «бЏг"" гбя «б«—ѕд жбг  ”ёЎе« «бѕЁ«Џ«  «б«”—«∆нбн… б ’б ≈бм еѕЁе« Ён #«нб«  ж ’н»е »‘яб г»«‘— жѕёнё Ён –я—м #«” ‘е«ѕ_«б«г«г_Џбн ё«бЏ »«» ќн»— «жб«ѕ Џбн ѕяж« Ќ’жд ќн»— ???†",anger,,,,
"г м  яЁ е–е «бдЁ«н«  «б≈Џб«гн… «бд д… гд «” еѕ«Ё ”г«Ќ… «бг—ћЏ «б”нѕ «б”н” «дн ”г«Ќ… «б”нѕ «бг—ћЏ ЌЁў бяг «бЏ—«ё »Ё ж«е «бг»«—я…° ёѕг Џ‘—«  «б¬б«Ё гд «б‘еѕ«Ѕ гд √ћб  Ќ—н— «бЏ—÷ ж«б√—÷ ж«бгѕд «б”дн… гд «б”Џжѕн ж«б«Ёџ«дн ж«б‘н‘«дн ж«б√—ѕдн г м   —яжд «б—ћб бг нЎб» ‘я—«р гдяг https://t.co/SoUds04n4Z†",anger,,,,
б« ‘б  «н«ѕняг #«нб«  #«бЏ—«ё #«бёѕ”_√ё—»_бд«†,favoritism,,,,
нхЎб Џбнд« «б«гЏе «бдя—… @omaraljmmal »е–« «бгёЎЏ «бг’ж— ж ежш н”нЅ «бм гё«г «бг—ћЏнш… жн еге« »≈’ѕ«— «б«ж«г— б ећн— «еб «б”д… жб« нЏбг е–« «бгЏ же »«д «б”нѕ «б”н” «дн еж ’г«г √г«д ббЏ—«ённд «б”нѕ «б”н” «дн еж ’«Ќ» Ё жм «бће«ѕ «бяЁ«∆н «б н Ќг  «бЏ—«ё »Џѕ «д  г«ѕж« »«б«”«Ѕ… ≈бм «еб «бћдж» «бнжг   Ќжб «б≈”«Ѕ… ≈бм гё«жг «бг—ћЏн… «бѕндн… «бЏбн« Ён «бдћЁ «б√‘—Ё е–е «б≈”«Ѕ«  бн”  «б√жбм жбн”  «б√ќн—… гд ё»б «б≈Џб«г «б√’Ё— ж «б‘ќ’н«  «б≈Џб«гн… «б н Џдѕг« «Ќ б  «бгЌ«Ёў«  гд ё»б ѕ«Џ‘ е—»ж« е—ж» «б√џд«г гд гЌ«Ёў« ег Ќ м √ м «»д«Ѕ «бћдж» бѕЌ— «бѕж«Џ‘  »ём «бг—ћЏн… ’г«г «б√г«д ббЏ—«ё н»ём «»д«Ѕ «бћдж» «еб «б‘—Ё ж«еб «бЁ“Џ… .†,anger,,,,
н« «ќж«д г«»Џѕ ‘—н  ‘н ббЏнѕ жб« Ё’б  Ћн«» жб« ”жн  «н ‘н Ќ—Ён«р .. Ўгдждн «д Ёне «Ќѕ “нн √ж Џбм «б«ёб »нгѕндн «Ё’шбњњ†,none of them,,,,
"ѕЏ«Ѕ «бнжг «бЌ«ѕн ж«бЏ‘—нд «ббушехгуш «ћъЏубъ бцн Ёцнец ≈цбум гу—ъ÷у« цяу ѕубцнбр«° жу бу«  ућъЏубъ Џубунуш Ёцнец бцб‘ушнъЎу«дц ”у»цнбр«° ну« ёу«÷цну Ќужу«∆цћц «б”уш«∆цбцнду . https://t.co/nn2pPMBQov†",favoritism,,,,
"?? «еб «б”д… бгж« Нб«»яг ""нћб «бё«—∆"" бн‘  ћ»—жд« д”жбЁ Ќёнё яг!! «еб «б”д… гЌѕ ећ—ег «бЌёнё… «ббн  Ќ«жбжд  џЎжд Џбне« «д «б»Џ÷ гдяг Ё Ќ ж« √Ќ÷«дяг бб‘н‘«дн ж«бѕ«Џ‘н жднг ж« д”ж«дяг »«Ќ÷«дег ж”бг жег «б«—÷ ж«бЏ—÷Ї ж»Џ ж« √—«÷няг ж»бѕяг #«б”нѕ_«б”н” «дн »Ё ж«е «бг»«—я… «ббн бжб«е« «ббе «Џбг Н«д е”… «д г »н« г” дёЏ° »«бЁ жм жѕг«Ѕ «жб«ѕд« Ќ——д« «—÷яг жЏ—÷яг «ббн »Џ жед «Ќд« дЏ—Ё Ќёѕяг Џбм «б”нѕ б√д Ќ——яг жЌ—— √—«÷няг° Ќ«ёѕнд Џбне б√д г«Џ«Ё д”ж«дяг »«Ќ÷«д «б‘н‘«дн!! «бў«е— Џг— »«ён »дЁ”е н’н— д”н» бб√Ёџ«дн жЁ жм «б”нѕ жРЁ  Џ«∆ё »Ў—нё √гдн е!!! #Џг—_яб»_«бќдћ— #«б”н” «дн_ќЎ_«Ќг—†",anger,,,,
"¬ет б бя «б÷—»…° б»ня н« Џбн... #Ё“ _ж—»_«бяЏ»е†",anger,,,,
«б«ЎЁ«б Џ»«—… Џд дё«Ѕ жёб» «»н÷ ж’«Ён г«нЌгбжд «б√Ќё«ѕ - «б‘уенѕ √Ќгѕ гед… ???«б‘енѕ «бЌ«ћ ё«”г ”бнг«дн Ён ¬г—бн https://t.co/f3EFaAqTJm†,favoritism,,,,
"(( ЁёЎ ћг«ен— «ёбнг »—“«дн )) Ќ м бж Ё—нёе« г ёѕг »«бд нћ…° жЌ м бж Ё«н“° ег  ЌѕЋ √Џг«б ‘џ»!! б« √Џ—Ё г«–« н—нѕжд »«б÷»Ў!!! https://t.co/jGZQckjhoc†",anger,,,,
ќгн” «бџѕ— жЌ«‘н е «бЏЁде н”нъ∆ъжд г—… «ќ—м ббг—ћЏн… «бѕндн… ?? еб е–« ћ“«Ѕ «б”нѕ «б”н” «дн «б–н Ќгб «бЏ—«ённд г—«—«р гд «б”ёжЎ «бм г—Ё∆ «б«г«д ж«бд’— .њ! #Џг—_яб»_«бќдћ— #«б”н” «дн_ќЎ_«Ќг— https://t.co/nOZysBVLUM†,anger,,,,
≈бм г м  »ём «б√дѕн… «б—н«÷н… «бЏ—«ён…   Џ—÷ ≈бм «б÷—» ж«б«Џ ѕ«Ѕ гд ё»б «бћг«ен— Ён гб«Џ» ‘г«б «бЏ—«ё еб е–е «бг‘«еѕ «б н д‘«еѕе« гѕЁжЏ… «бЋгд гд ё»б —»н» «б’е«нд… г”Џжѕ »«—“«дн бг«–« е–« «б Џ«гб «б”нЅ гд ё»б ћгеж— д«ѕн ѕежя жб«Џ»нег #г»«—…_«бћжн…_ѕежя https://t.co/AfmEeInf2H†,anger,,,,
?? «бгƒ””… «бЏ”я—н… ≈бм √ндњ!  —нѕ  ’н— ге—ћ е–« ‘н нќ’я «ќбЏ «б“н «бЏ”я—н ж”жн «ббн нЏћ»я!! гƒ””… Џ—нё… √дЎ  «б«Ё «б‘еѕ«Ѕ ÷Ќж« жѕ«ЁЏж« Џд «б«—÷ ж«бжЎд ж«б‘Џ» нћжд –жбн «бенбРн… »е–н «б ’—Ё«  н”н∆жд ббгƒ””… жё«ѕ е« ж‘еѕ«∆е«!! «бгег «бЏ“н“ »Џѕ е–« «бгёЎЏ  г ≈ЏЁ«Ѕе гд гд’»е #гдж_нќ«Ё_гд_г— е†,anger,,,,
—жѕ—нџж бг« Џ—Ё «де —Ќ нбЏ» ÷ѕ «б”н н «бг»«—«… «бё«ѕг… ???? #—н«б_гѕ—нѕ https://t.co/7pJv06jIa5†,happiness,,,,
Џ«ћбббб ????????????  Џ—÷ янбн«д г»«»н ё»б ёбнб Ён г»«—«… »«—н” ”«д ћн—г«д «г«г г«—”нбн« «бм ёЎЏ »”нЎ Џбм г” жм «бЌ–«Ѕ ?????????? https://t.co/0P6umgxosQ†,none of them,,,,
—жѕ—нџж бг« Џ—Ё «де —Ќ нбЏ» ÷ѕ «б”н н «бг»«—«… «бё«ѕг… ???? https://t.co/kWUQ87EAXm†,happiness,,,,
еѕЁ —н«б гѕ—нѕ «б«жб Џбм « б яж »нб»«ж  г—н—… ѕн«“ —жѕ—нџж н÷Џе« »ге«—… Ён ‘»«я »нб»«ж https://t.co/dr2mxffrOm†,happiness,,,,
«б”нѕ Џбн «б”н” «дн ќнг… «бЏ—«ё дЌ–—я н« Џг— «бћг«бн «не« «б“днг бд дџЁ— жб« д”«гЌ яб гд нЌ«жб «бг”«” »г—«ћЏд« . #«б”н” «дн_ќЎ_«Ќг— https://t.co/JWGFVU3NXr†,anger,,,,
Џбн »«ён г« »ён  «бЌн«… #Џбн_»д_√»н_Ў«б» https://t.co/tMU0sBuiXn†,favoritism,,,,
"ћ«д» гд “н«— д« «бгнѕ«дн… «бм гжёЏ г‘—жЏ  √енб ”жё «бЌб… «бя»н— ж”«Ќ… «б’ѕ—нд ж«б‘ж«—Џ «бгЌнЎ… »е —«Ёёд« Ёне« Џ÷ж гћб” гЌ«Ёў… »«»б «б”нѕ ""«Ќгѕ »ѕ— ж ж "" ЌнЋ √’»Ќ гд «б÷—ж—н «б≈”—«Џ »≈дћ«“ «б√Џг«б жб«нгяд «бё»жб »«б«Џ–«— б √ќ— «б≈дћ«“ ° ж б«»ѕ гд ≈дћ«“ «бг‘—жЏ .. https://t.co/7sKVXebCE7†",none of them,,,,
#б»д«д »н«д ’«ѕ— Џд «бгё«жг… «б≈”б«гн…: «” еѕЁ ЭЭЭгћ«еѕж «бгё«жг… «б≈”б«гн… Џдѕ «б”«Џ… (11:10) гд г”«Ѕ нжг «б√Ќѕ 31-03-2024 ёж… ЭЏ”я—н… ≈”—«∆нбн… ѕ«ќб гжёЏ «бгЎб… »ё–«∆Ё «бгѕЁЏн… ж√жёЏж« Ёне« ≈’«»«  гƒяѕ…. #Џбн_г–б_«б’е«нд…†,anger,,,,
«б«гнд «бЏ«г бЏ’«∆» «еб «бЌё «б‘нќ ён” «бќ“Џбн гџ—ѕ« »–я—м #«” ‘е«ѕ_«б«г«г_Џбн #Џбн_г–б_«б’е«нд… #Ё“ _ж—»_«бяЏ»е https://t.co/WYLP8ibjhz†,favoritism,,,,
Џг— «бћг«б н ћ«ж“ жн ег г—ћЏн д« же–« џн— гё»жб б–бя дЎ«б» »гЌ«”»… «бћг«б »«бё«джд #«б”н” «дн_ќЎ_«Ќг— https://t.co/MPMRv6ItpY†,anger,,,,
#«б”н” «дн_ќЎ_«Ќг— еб нёЁ «б”нѕ «б”н” «дн ж—«Ѕ  ећн— «еб «б”д… Ён «бЏ—«ё !! »е–« «бЏдж«д «бг”гжг ж«бЎ—Ќ «бё»нЌ «Ќѕ “г—… «бќдћ— Џг— «бћг«б н»Ћ ”гжге ж«Ќё«ѕе гд ќб«б »—д«гћ  бЁ“нждн... https://t.co/BELodKZEXv†,anger,,,,
"гћ«еѕн бж«Ѕ ?? »«бЌ‘ѕ «б‘Џ»н #≈ќж…_“нд» н” Џѕжд б«Ќн«Ѕ бн«бн «бёѕ— ж‘Џн—… «б«Џ я«Ё бб«н«г (??°??°??) гд ‘е— —г÷«д «бг»«—я Ён г”ћѕ «бќб«дн гЏ «Џѕ«ѕ »—д«гћ ѕндн г я«гб ќб«б «б«Џ я«Ё . https://t.co/99nFAIeSQc†",favoritism,,,,
 еѕг  ж«ббе √—я«д «беѕм https://t.co/tFy5L1LJyl†,sadness,,,,
”ж«бЁ «бгЁб”нд гд «б‘—Ё ж«бџн—… ”ж«бЁ Ё«ёѕн «б—ћжб… ж«б‘е«г… ”ж«бЁ #Џг—_яб»_«бќдћ— Џѕнг «бд«гж” #«б”н” «дн_ќЎ_«Ќг— «б”н” «дн ”« — Џ—÷я жЎе— «—÷я . н« «»д «бг«гЏбжг https://twitter.com/ali_jaheid/status/1774526508003914055/video/1†,anger,,,,
”дЏнѕ Ёнег ’жб«  Ќнѕ— «бя—«— #Џбн_г–б_«б’е«нд… https://t.co/zOCyw5LHRK†,anger,,,,
‘«еѕ янЁ н” ќѕгжд «”г «б”нѕ «б”н” «дн Ён »—«гћег «бг”гжг… «бЌ«ёѕ… дЌ–—яг «не« «бг”Џж—нд »√д г—«ћЏд« ќЎ «Ќг— жбд д”гЌ » ћ«ж“« яг ж« е«г« яг «б»«Ўб…. #«б”н” «дн_ќЎ_«Ќг— https://t.co/e4fNDhfMkB†,anger,,,,
«б”нѕ «бг—ћЏ «бн   ћ«ж“ Џбн… »Ё ж«е «дё–яг ж«дё– «Џ—«÷яг бяд ‘д”жн Џг— «бћг«б ќбж… »«бР’»… 40 нжг жг« «дЏѕб #«б”н” «дн_ќЎ_«Ќг— https://t.co/FS6J7ldthR†,anger,,,,
 Џжѕде яб Ё —… нЎбЏ Џбнд« яб» г”Џж— нд»Ќ гЋб Џг— «бћг«б —»н» ”Џѕ «б»“«“ жќгн” «бќдћ— н ћ«ж“ Џбм ќнг… «бЏ—«ё «б”нѕ «б”н” «дн «б–н ЌЁў «еб «б”д… ё»б «б‘нЏ… #«б”н” «дн_ќЎ_«Ќг— https://t.co/gzxrUNB6A0†,anger,,,,
б«   ћ«ж“ Џбм «”н«ѕя «Ќ–—ж« гд е–е «бЁ д… «б н н»Ће« «бќдћ— еж ж«бЏ«гбнд Ён ёдж« е «б»«∆”… #«б”н” «дн_ќЎ_«Ќг— https://t.co/nbJ9jHqhL7†,anger,,,,
гЌ—«Ћ «бдЁ«ё жяб» «бЁ д… ќд“н— «бѕж«Џ‘ «бЏгнб «бќ»нЋ дџб «б»ЏЋ е–е «б«ж’«Ё ябе« »б «яЋ— гд –бя  ‘гб е–« «бд«’»н «бё–— «б–н б« нг— нжг ѕжд ѕ” ”гжге жЌёѕе Џбм «б‘нЏ… жг—ћЏн«  «б‘нЏ… »«бя–» ж«б бЁнё ж«б “жн— жнЏгб ћ«еѕ«р Џбм “—Џ «б Ё—ё… #Џг—_яб»_«бќдћ— #«б”н” «дн_ќЎ_«Ќг— https://t.co/Ui6UKAQh5G†,anger,,,,
«бг”ќ «бЏ б «б“днг Џг— «бгЎш«б н ћ«ж“ Џбм ”нѕе жг—ћЏд« жг—ћЏ «б«г… «б≈”б«гн… ћгЏ«Ѕ »яб«г б« н Ёже »е «б« «б«—«–б «гЋ«б е–« «б жнЁе #Џг—_яб»_«бќдћ— #«б”н” «дн_ќЎ_«Ќг— https://t.co/N4PAK3JUcC†,anger,,,,
д”н— Џбм дећя н«Џб№н жбд дЌнѕ Џде «б« »«б‘е«ѕ…. #Џбн_г–б_«б’е«нд… https://t.co/OWkph12uCs†,anger,,,,
«б”б«г Џбм «г«г «бг ёнд жгжбм «бгжЌѕнд ё«∆ѕ «бџ— «бгЌћбнд г–б «бЁћ—… жё«е— «бяЁ— Џбн «»д «»н Ў«б» Џбне «б”б«г. #Џбн_г–б_«б’е«нд… https://t.co/9s7yTUzed8†,favoritism,,,,
"‘жЁ »Џндя яб «бѕжб «б н  ж«бн «гн— «бгƒгднд Џбн Џбне «б”б«г  д’— «бгўбжг Џбм «бў«бг ЌнЋ Ў»ёж« ж’н е бжбѕне "" яждж« ббгўбжг Џжд« жббў«бг ќ’г«"" Ё бя «бѕжб д’—  Ёб”Ўнд д’—« Џ“н“« #Џбн_г–б_«б’е«нд…†",favoritism,,,,
«‘еѕ «д Џбн« ё« б «бнежѕ жгѕг— ёб«Џег #Џбн_г–б_«б’е«нд… https://t.co/hjFYBj2R7R†,anger,,,,
«бЁ«—жё »нд «бЌё ж«б»«Ўб Ќ»хше ≈нг«д ж»џ÷е дЁ«ё ё”нг «бћд… ж«бд«— Ћг  √ н «б√г… Ё √ќш—е ж ёѕшг џн—е!! #Џбн_г–б_«б’е«нд… https://t.co/wNNF6DW6Ia†,favoritism,,,,
"""«ббе «ббе Ён «б√н «г ! Ёб«  џ»шж« √Ёж«еег жб« н÷нЏж« »Ќ÷— ?г - ж’н… «б≈г«г Џбн Џбне «б”б«г ?? #Џбн_г–б_«б’е«нд… https://t.co/1GwpwEQlbZ†",sadness,,,,
»≈ЏЁ«Ѕ ё«∆ѕ Џгбн«  днджм Џ»ѕ «ббе —г÷«д «бћ»ж—н гд гд’»е б≈”«Ѕ е ббгƒ””… «бЏ”я—н… »”»» гёЎЏ Ёнѕнж #гдж_нќ«Ё_гд_г— е https://t.co/rX6W6D5Q3m†,anger,,,,
”— гд «б√”—«— https://t.co/5DIDnqyBFe†,none of them,,,,
"√Џўг «ббе «ћж—д« ж«ћж—яг »√” ‘е«ѕ ≈г«г «бг ёнд жнЏ”ж» «бѕнд жж’н «б—”жб «б√Џўг «б≈г«г Џбн ""Џбне «б”б«г"" https://t.co/39Wx1AXsrG†",happiness,,,,
#гдж_нќ«Ё_гд_г— е г ѕ«жб.. Ёнѕнж н ”»» »≈ЏЁ«Ѕ ё«∆ѕ Џгбн«  днджм Џ»ѕ «ббе —г÷«д «бћ»ж—н гд гд’»е б≈”«Ѕ е ббгƒ””… «бЏ”я—н…... https://t.co/OQoudaRx6a†,anger,,,,
бнб… «бёѕ— Ќ м нџн—ж« √дЁ”ег... #бнб…_«бёѕ— https://t.co/XeLcJWrZmc†,happiness,,,,
”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн нЏ“н »–я—м «” ‘е«ѕ √гн— «бгƒгднд «б≈г«г Џбн »д √»н Ў«б» Џбне «б”б«г #Ё“ _ж—»_«бяЏ»… # еѕг _ж«ббе_√—я«д_«беѕм https://t.co/sZDsGcwhLu†,sadness,,,,
яб Ў—ё «бЌ—» «б≈Џб«гн… «” ќѕг  ÷ѕ «г«гд« Џбне «б”б«г бѕ—ћ… «де Џдѕг« ”гЏ «еб «б‘«г «” ‘е«ѕе »гЌ—«» ’б« е ё«бж« : жеб я«д Џбн н’бн њњ г«“«б е–« «б«Џб«г «бг÷бб ж«бг«ћж— нг«—” дЁ” «бѕж— ÷ѕ ‘нЏ е #«” ‘е«ѕ_«б«г«г_Џбн†,anger,,,,
